PassengerId,Age,Fare,FamilySize,IsAlone,Sex_male,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,Title_Military,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Title_Royalty,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,Survived
19,0.1207470133504122,-0.29534157500886543,2,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
20,0.4249486376847375,-0.5036595393646418,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
21,0.4249486376847375,-0.14067394486072518,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
22,0.3488982316011562,-0.39200884385145307,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
23,-1.0960594839868891,-0.48811157584400006,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
24,-0.10740420490033178,0.04299386594019136,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
25,-1.6284123265719583,-0.23589120467067404,5,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
26,0.6530998559354815,-0.036514962682837,7,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
27,-0.031353798816750454,-0.5036595393646418,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
28,-0.7918578596525637,4.44135459827793,6,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
29,-0.5637066414018197,-0.4910115939092776,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
30,-0.031353798816750454,-0.49069065857672023,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
31,0.8052006681026441,-0.1074049376158602,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
32,0.4249486376847375,2.1894093700840225,2,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1
33,-0.5637066414018197,-0.49350947613617013,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
34,2.782511226275759,-0.4403424782727469,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
35,-0.10740420490033178,0.9453016200799194,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
36,0.9573014802698068,0.3619958531207306,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
37,-0.031353798816750454,-0.5035783388588141,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
38,-0.6397570474854011,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
39,-0.8679082657361451,-0.29534157500886543,3,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
40,-1.1721098900704703,-0.4260028556126374,2,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
41,0.8052006681026441,-0.4601592683854773,2,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
42,-0.1834546109839131,-0.23734121370331285,2,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
43,-0.031353798816750454,-0.49069065857672023,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
44,-2.008664356989865,0.16052579808976314,4,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
45,-0.7918578596525637,-0.4910115939092776,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
46,-0.031353798816750454,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
47,-0.031353798816750454,-0.3436752094301593,2,0,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
48,-0.5637066414018197,-0.49350947613617013,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
49,-0.031353798816750454,-0.2242099319037357,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
50,-0.8679082657361451,-0.2992082657625689,2,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
51,-1.7044627326555397,0.12395270359585853,6,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
52,-0.6397570474854011,-0.4925428034477442,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
53,1.4896543228548762,0.8400966980531545,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
54,-0.031353798816750454,-0.14067394486072518,2,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
55,2.7064608201921776,0.5549282549675207,2,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
56,-0.031353798816750454,0.04299386594019136,1,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
57,-0.6397570474854011,-0.4403424782727469,1,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
58,-0.06937900185854112,-0.5035783388588141,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
59,-1.8565635448227022,-0.10684040076581951,4,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
60,-1.4002611083212144,0.2633952389012912,8,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
61,-0.5637066414018197,-0.5035783388588141,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
62,0.6530998559354815,0.9033325586392215,1,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
63,1.1854526985205507,0.9705163104848198,2,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
64,-1.9326139509062836,-0.1039403827005419,6,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
65,-0.031353798816750454,-0.1074049376158602,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
66,-1.9326139509062836,-0.3485897733781164,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
67,-0.031353798816750454,-0.4403424782727469,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1
68,-0.7918578596525637,-0.4856156269624844,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
69,-0.9439586718197264,-0.4901261217266795,7,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
70,-0.25950501706749446,-0.47586769957239783,3,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
71,0.19679741943399354,-0.4403424782727469,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
72,-1.0200090779033077,0.2633952389012912,8,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
73,-0.6397570474854011,0.7776651091438576,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
74,-0.25950501706749446,-0.3638941353812749,2,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
75,0.19679741943399354,0.4489151945732318,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
76,-0.3355554231510758,-0.4954428215130219,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
77,-0.031353798816750454,-0.49069065857672023,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
78,-0.031353798816750454,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
79,-2.1736937381912367,-0.08267358355517258,3,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
80,0.044696607266830876,-0.40215890707992474,1,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
81,-0.5637066414018197,-0.4693426589255232,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
82,-0.031353798816750454,-0.45967593204126445,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
83,-0.5637066414018197,-0.4927844716198507,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
84,-0.10740420490033178,0.26726192965499473,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
85,-0.9439586718197264,-0.4403424782727469,1,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
86,0.27284782551757486,-0.3369085006111781,4,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
87,-1.0200090779033077,0.02124373045060914,5,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
88,-0.031353798816750454,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
89,-0.48765623531823843,4.44135459827793,6,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1
90,-0.4116058292346571,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
91,-0.031353798816750454,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
92,-0.7158074535689825,-0.4914949302534906,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
93,1.261503104604132,0.5393802914468789,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
94,-0.25950501706749446,-0.2455579315549328,4,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
95,2.2501583836906893,-0.5031762030204289,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
96,-0.031353798816750454,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
97,3.1627632566936654,0.026641630742779292,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
98,-0.48765623531823843,0.5815910210596833,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
99,0.3488982316011562,-0.19867430616627776,2,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
100,0.3488982316011562,-0.14067394486072518,2,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
101,-0.10740420490033178,-0.49069065857672023,1,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
102,-0.031353798816750454,-0.49069065857672023,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
103,-0.6397570474854011,0.8508905652921176,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
104,0.27284782551757486,-0.4760281672386766,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
105,0.5770494498519002,-0.4901261217266795,3,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
106,-0.10740420490033178,-0.49069065857672023,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
107,-0.6397570474854011,-0.4954428215130219,1,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
108,-0.031353798816750454,-0.4930261397919572,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
109,0.6530998559354815,-0.49069065857672023,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
110,-0.5637066414018197,-0.17644083433248264,2,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
111,1.3375535106877134,0.3619958531207306,1,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
112,-1.1340846870286796,-0.3638941353812749,2,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
113,-0.5637066414018197,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
114,-0.7158074535689825,-0.45339255956649627,2,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
115,-0.9439586718197264,-0.36381486822082393,1,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
116,-0.6397570474854011,-0.4901261217266795,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
117,3.1247380536518747,-0.49350947613617013,1,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
118,-0.031353798816750454,-0.23734121370331285,2,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
119,-0.4116058292346571,4.142088200704293,2,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
120,-2.084714763073446,-0.03868997623179524,7,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
121,-0.6397570474854011,0.7776651091438576,3,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
122,-0.031353798816750454,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
123,0.2348226224757842,-0.061971321259844045,2,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
124,0.2348226224757842,-0.39200884385145307,1,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
125,1.8699063532727827,0.8508905652921176,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
126,-1.324210702237633,-0.4260028556126374,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
127,-0.031353798816750454,-0.49350947613617013,1,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
128,-0.4116058292346571,-0.5052700160635594,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
129,-0.5637066414018197,-0.21108058344953548,3,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
130,1.1854526985205507,-0.5084929028067712,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
131,0.27284782551757486,-0.49069065857672023,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
132,-0.7158074535689825,-0.5070428937741324,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
133,1.3375535106877134,-0.3630086631986768,2,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
134,-0.031353798816750454,-0.14067394486072518,2,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
135,-0.3355554231510758,-0.39200884385145307,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
136,-0.48765623531823843,-0.3524564641318199,1,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
137,-0.7918578596525637,-0.13519677740810415,3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1
138,0.5770494498519002,0.38326265226609996,2,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
139,-1.0200090779033077,-0.46515309949388545,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
140,-0.4116058292346571,0.8878657956244075,1,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
141,0.4249486376847375,-0.3485897733781164,3,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
142,-0.5637066414018197,-0.49350947613617013,1,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
143,-0.4116058292346571,-0.3369085006111781,2,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
144,-0.7918578596525637,-0.5128429299046876,1,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
145,-0.8679082657361451,-0.4210090245042294,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
146,-0.7918578596525637,0.06716068315083827,3,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
147,-0.1834546109839131,-0.49262400395357203,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
148,-1.552361920488377,0.02124373045060914,5,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
149,0.5390242468101095,-0.14067394486072518,3,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
150,0.9573014802698068,-0.39200884385145307,1,1,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
151,1.6417551350220387,-0.4011922343914989,1,1,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
152,-0.5637066414018197,0.6442642781410864,2,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
153,1.9839819623981547,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
154,0.8432258711444348,-0.3630086631986768,3,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
155,-0.031353798816750454,-0.5019678621598965,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
156,1.6417551350220387,0.5433281827064101,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
157,-1.0200090779033077,-0.4938323448141044,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
158,0.044696607266830876,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
159,-0.031353798816750454,-0.47586769957239783,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
160,-1.9326139509062836,0.7012979667582132,11,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
161,1.1094022924369695,-0.3320751371690487,2,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
162,0.8052006681026441,-0.33884184598802985,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
163,-0.25950501706749446,-0.4930261397919572,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
164,-0.9439586718197264,-0.47586769957239783,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
165,-2.1607651691570275,0.12395270359585853,6,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
166,-1.552361920488377,-0.2465246042433587,3,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
167,0.4249486376847375,0.4199962144262832,2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
168,1.1854526985205507,-0.1039403827005419,6,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
169,-0.031353798816750454,-0.142123953893364,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
170,-0.10740420490033178,0.4489151945732318,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
171,2.402259195857852,0.0043269584031563,1,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
172,-1.9326139509062836,-0.0802569018341079,6,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
173,-2.1607651691570275,-0.4280986020011448,3,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
174,-0.6397570474854011,-0.4901261217266795,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
175,2.022007165439945,-0.04988791265452059,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
176,-0.8679082657361451,-0.4914949302534906,3,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
177,-1.9326139509062836,-0.15098447575547558,5,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
178,1.5657047289384574,-0.08823195151362141,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
179,0.044696607266830876,-0.39200884385145307,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
180,0.5009990437683188,-0.643343742842181,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
181,-0.5637066414018197,0.7012979667582132,11,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
182,-0.031353798816750454,-0.35237526362599214,1,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
183,-1.552361920488377,-0.036514962682837,7,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
184,-2.1607651691570275,0.11066095413000272,4,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
185,-1.9326139509062836,-0.21752442359058238,3,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
186,-0.031353798816750454,0.32332894558369557,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
187,0.4249486376847375,-0.3436752094301593,2,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
188,1.1854526985205507,-0.13004054528804052,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
189,0.8052006681026441,-0.3436752094301593,3,0,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
190,0.5009990437683188,-0.49069065857672023,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
191,0.19679741943399354,-0.39200884385145307,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
192,-0.7918578596525637,-0.39200884385145307,1,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
193,-0.7918578596525637,-0.4914949302534906,2,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
194,-2.008664356989865,-0.14067394486072518,3,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
195,1.1094022924369695,-0.1074049376158602,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1
196,2.174107977607108,2.1894093700840225,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
197,-0.031353798816750454,-0.49350947613617013,1,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
198,0.9573014802698068,-0.48086153068080595,2,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
199,-0.5637066414018197,-0.49350947613617013,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
200,-0.4116058292346571,-0.39200884385145307,1,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
201,-0.10740420490033178,-0.45967593204126445,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
202,-0.031353798816750454,0.7012979667582132,11,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
203,0.3488982316011562,-0.5177574938526448,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
204,1.2234779015623414,-0.5036595393646418,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
205,-0.8679082657361451,-0.48770944000561484,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
206,-2.084714763073446,-0.4410674827890663,2,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
207,0.19679741943399354,-0.3369085006111781,2,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
208,-0.25950501706749446,-0.28011648016615787,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
209,-1.0200090779033077,-0.49350947613617013,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
